Date,AdjClose
2015-06-12,99.3274
2015-06-15,92.3891
2015-06-16,88.007
2015-06-17,90.198
2015-06-18,92.7542
2015-06-22,97.5015
2015-06-23,97.1363
2015-06-24,94.9453
2015-06-25,96.0408
2015-06-26,95.6756
2015-06-29,89.8328
2015-06-30,89.1025
2015-07-01,96.7711
2015-07-02,95.6756
2015-07-03,104.805
2015-07-06,108.0915
2015-07-07,107.3612
2015-07-08,103.7094
2015-07-09,109.187
2015-07-10,109.187
2015-07-13,109.5522
2015-07-14,106.6308
2015-07-15,113.204
2015-07-16,113.204
2015-07-17,113.204
2015-07-20,107.7264
2015-07-21,108.0915
2015-07-22,105.1701
2015-07-23,101.1532
2015-07-24,99.3274
2015-07-27,97.8667
2015-07-28,102.9791
2015-07-29,100.0577
2015-07-30,100.4229
2015-07-31,94.5801
2015-08-03,92.3891
2015-08-04,83.2597
2015-08-05,83.99
2015-08-06,83.2597
2015-08-07,87.6418
2015-08-10,90.9284
2015-08-11,85.4508
2015-08-12,85.4508
2015-08-13,90.198
2015-08-14,89.1025
2015-08-17,87.2766
2015-08-18,86.1811
2015-08-19,89.1025
2015-08-20,89.4677
2015-08-21,85.8159
2015-08-24,77.4169
2015-08-25,75.591
2015-08-26,77.4169
2015-08-27,83.2597
2015-08-28,85.4508
2015-08-31,87.6418
2015-09-01,90.9284
2015-09-02,89.8328
2015-09-03,90.198
2015-09-04,92.7542
2015-09-07,92.7542
2015-09-08,90.5632
2015-09-09,90.9284
2015-09-10,90.5632
2015-09-11,91.6587
2015-09-14,91.2935
2015-09-15,94.2149
2015-09-16,93.8498
2015-09-17,93.8498
2015-09-18,94.9453
2015-09-21,92.7542
2015-09-22,92.3891
2015-09-23,85.4508
2015-09-24,83.99
2015-09-25,87.2766
2015-09-29,87.2766
2015-09-30,90.9284
2015-10-01,91.2935
2015-10-02,90.5632
2015-10-05,91.6587
2015-10-06,92.3891
2015-10-07,92.0239
2015-10-08,90.198
2015-10-12,88.3721
2015-10-13,88.3721
2015-10-14,88.007
2015-10-15,88.3721
2015-10-16,88.3721
2015-10-19,86.5463
2015-10-20,87.6418
2015-10-21,91.6587
2015-10-22,91.6587
2015-10-23,90.5632
2015-10-26,93.4846
2015-10-27,93.4846
2015-10-28,99.6925
2015-10-29,100.7881
2015-10-30,97.5015
2015-11-02,99.6925
2015-11-03,100.0577
2015-11-04,100.0577
2015-11-05,101.5184
2015-11-06,100.0577
2015-11-09,95.3104
2015-11-10,97.5015
2015-11-11,95.6756
2015-11-12,97.1363
2015-11-13,99.6925
2015-11-16,98.597
2015-11-17,100.7881
2015-11-18,100.7881
2015-11-19,108.8219
2015-11-20,107.7264
2015-11-23,106.996
2015-11-24,107.7264
2015-11-25,103.3443
2015-11-26,105.1701
2015-11-27,102.9791
2015-11-30,100.0577
2015-12-01,103.7094
2015-12-02,104.4398
2015-12-03,102.9791
2015-12-04,98.9622
2015-12-07,96.0408
2015-12-08,97.8667
2015-12-09,94.2149
2015-12-10,95.6756
2015-12-11,92.7542
2015-12-14,94.9453
2015-12-15,90.9284
2015-12-16,87.6418
2015-12-17,90.5632
2015-12-18,89.1025
2015-12-21,84.7204
2015-12-22,83.2597
2015-12-23,81.4338
2015-12-24,83.2597
2015-12-25,83.2597
2015-12-28,83.2597
2015-12-29,82.5294
2015-12-30,80.7035
2015-12-31,80.7035
2016-01-04,74.4955
2016-01-05,77.0517
2016-01-06,73.4
2016-01-07,67.4842
2016-01-08,70.1134
2016-01-11,65.6583
2016-01-12,60.838
2016-01-13,65.1471
2016-01-14,66.6808
2016-01-15,67.9224
2016-01-18,70.0404
2016-01-19,68.8718
2016-01-20,64.6358
2016-01-21,65.6583
2016-01-22,65.4392
2016-01-25,66.6078
2016-01-26,64.4167
2016-01-27,64.928
2016-01-28,63.1021
2016-01-29,65.2931
