Date,Close,granularity
2006-06-30,32.0,monthend
2006-07-31,28.7,monthend
2006-08-31,33.8,monthend
2006-09-29,30.75,monthend
2006-10-31,30.75,monthend
2006-11-30,37.2,monthend
2006-12-29,37.0,monthend
2007-01-31,37.55,monthend
2007-02-27,39.05,monthend
2007-03-30,39.25,monthend
2007-04-30,38.5,monthend
2007-05-31,38.0,monthend
2007-06-29,44.75,monthend
2007-07-31,43.0,monthend
2007-08-31,32.5,monthend
2007-09-28,35.8,monthend
2007-10-31,38.9,monthend
2007-11-30,33.05,monthend
2007-12-31,32.5,monthend
2008-01-31,28.05,monthend
2008-02-29,29.2,monthend
2008-03-31,29.6,monthend
2008-04-30,31.3,monthend
2008-05-30,31.9,monthend
2008-06-30,27.3,monthend
2008-07-31,26.4,monthend
2008-08-29,23.1,monthend
2008-09-30,16.05,monthend
2008-10-31,14.0,monthend
2008-11-28,11.55,monthend
2008-12-31,11.8,monthend
2009-01-21,10.75,monthend
2009-02-27,12.2,monthend
2009-03-31,16.45,monthend
2009-04-30,17.8,monthend
2009-05-27,20.1,monthend
2009-06-30,18.95,monthend
2009-07-31,23.65,monthend
2009-08-31,23.5,monthend
2009-09-30,26.45,monthend
2009-10-30,26.15,monthend
2009-11-30,25.55,monthend
2009-12-31,28.85,monthend
2010-01-04,29.2,daily
2010-01-05,30.1,daily
2010-01-06,30.35,daily
2010-01-07,31.6,daily
2010-01-08,31.6,daily
2010-01-11,31.3,daily
2010-01-12,31.2,daily
2010-01-13,30.3,daily
2010-01-14,30.7,daily
2010-01-15,30.35,daily
2010-01-18,29.85,daily
2010-01-19,29.75,daily
2010-01-20,28.9,daily
2010-01-21,28.15,daily
2010-01-22,27.1,daily
2010-01-25,27.25,daily
2010-01-26,26.45,daily
2010-01-27,25.5,daily
2010-01-28,26.45,daily
2010-01-29,25.4,daily
2010-02-01,24.4,daily
2010-02-02,24.05,daily
2010-02-03,25.7,daily
2010-02-04,26.35,daily
2010-02-05,25.75,daily
2010-02-06,26.85,daily
2010-02-08,26.5,daily
2010-02-09,26.45,daily
2010-02-10,27.0,daily
2010-02-22,27.95,daily
2010-02-23,27.75,daily
2010-02-24,27.05,daily
2010-02-25,26.3,daily
2010-02-26,25.5,daily
2010-03-01,26.85,daily
2010-03-02,26.65,daily
2010-03-03,26.2,daily
2010-03-04,26.0,daily
2010-03-05,26.2,daily
2010-03-08,27.25,daily
2010-03-09,27.25,daily
2010-03-10,27.5,daily
2010-03-11,27.3,daily
2010-03-12,27.2,daily
2010-03-15,26.6,daily
2010-03-16,26.6,daily
2010-03-17,27.4,daily
2010-03-18,28.0,daily
2010-03-19,28.25,daily
2010-03-22,27.85,daily
2010-03-23,27.95,daily
2010-03-24,28.45,daily
2010-03-25,28.6,daily
2010-03-26,28.5,daily
2010-03-29,28.05,daily
2010-03-30,28.7,daily
2010-03-31,29.0,daily
2010-04-01,29.6,daily
2010-04-02,30.05,daily
2010-04-06,30.4,daily
2010-04-07,30.0,daily
2010-04-08,29.45,daily
2010-04-09,30.25,daily
2010-04-12,30.9,daily
2010-04-13,31.05,daily
2010-04-14,31.3,daily
2010-04-15,31.65,daily
2010-04-16,30.7,daily
2010-04-19,29.55,daily
2010-04-20,30.25,daily
2010-04-21,30.35,daily
2010-04-22,30.9,daily
2010-04-23,31.75,daily
2010-04-26,31.75,daily
2010-04-27,32.0,daily
2010-04-28,31.4,daily
2010-04-29,31.0,daily
2010-04-30,31.1,daily
2010-05-03,30.4,daily
2010-05-04,30.8,daily
2010-05-05,28.8,daily
2010-05-06,28.6,daily
2010-05-07,28.8,daily
2010-05-10,30.0,daily
2010-05-11,29.1,daily
2010-05-12,28.6,daily
2010-05-13,29.3,daily
2010-05-14,28.95,daily
2010-05-17,27.4,daily
2010-05-18,27.3,daily
2010-05-19,26.85,daily
2010-05-20,26.0,daily
2010-05-21,26.0,daily
2010-05-24,27.15,daily
2010-05-25,26.3,daily
2010-05-26,26.9,daily
2010-05-27,27.1,daily
2010-05-28,26.9,daily
2010-05-31,27.0,daily
2010-06-01,27.05,daily
2010-06-02,26.75,daily
2010-06-03,27.35,daily
2010-06-04,27.25,daily
2010-06-07,26.15,daily
2010-06-08,26.05,daily
2010-06-09,25.1,daily
2010-06-10,25.5,daily
2010-06-11,26.0,daily
2010-06-14,26.95,daily
2010-06-15,26.85,daily
2010-06-17,27.4,daily
2010-06-18,27.2,daily
2010-06-21,27.6,daily
2010-06-22,27.05,daily
2010-06-23,27.2,daily
2010-06-24,27.55,daily
2010-06-25,26.9,daily
2010-06-28,27.0,daily
2010-06-29,26.35,daily
2010-06-30,25.65,daily
2010-07-01,25.0,daily
2010-07-02,25.35,daily
2010-07-05,25.5,daily
2010-07-06,26.15,daily
2010-07-07,26.1,daily
2010-07-08,26.35,daily
2010-07-09,26.55,daily
2010-07-12,26.5,daily
2010-07-13,26.6,daily
2010-07-14,27.35,daily
2010-07-15,27.4,daily
2010-07-16,26.7,daily
2010-07-19,26.35,daily
2010-07-20,26.8,daily
2010-07-21,26.75,daily
2010-07-22,26.4,daily
2010-07-23,27.0,daily
2010-07-26,27.6,daily
2010-07-27,25.6,daily
2010-07-28,25.4,daily
2010-07-29,25.45,daily
2010-07-30,25.15,daily
2010-08-02,25.35,daily
